Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-February-2021,1261.20,1274.15,1244.60,1252.35,1256.780129954515919428,461700,25978,580255386.00,147080,31.86,29.55,-8.85
25-February-2021,1291.00,1299.00,1271.85,1274.75,1277.933583157117534806,1473572,6724,1883127146.00,1343920,91.20,27.15,-16.25
24-February-2021,1264.00,1276.35,1230.00,1274.10,1255.882659401296171287,1479897,39665,1858576980.00,935204,63.19,46.35,10.10
23-February-2021,1266.35,1290.60,1258.00,1266.25,1281.475951580709039151,505501,6678,647787375.00,351523,69.54,32.60,-0.10
22-February-2021,1293.00,1308.00,1260.10,1264.70,1284.608762837429652475,471765,22294,606033453.00,123899,26.26,47.90,-28.30
19-February-2021,1298.00,1299.15,1277.15,1291.35,1287.927821103230360684,118996,4802,153258259.00,34167,28.71,22.00,-6.65
18-February-2021,1277.35,1305.55,1276.00,1292.35,1292.809128554608841728,272639,11951,352470188.00,92483,33.92,29.55,15.00
17-February-2021,1290.10,1294.45,1276.40,1282.00,1283.901848071028059378,169961,6211,218213242.00,58045,34.15,18.05,-8.10
16-February-2021,1318.00,1319.90,1286.00,1290.10,1299.310493504089094916,280869,14382,364936039.00,102324,36.43,33.90,-27.90
15-February-2021,1322.95,1328.50,1307.05,1309.70,1317.571766960116474679,132561,5051,174658631.00,44315,33.43,21.45,-13.25
12-February-2021,1302.10,1323.35,1302.10,1309.60,1313.305969606320105106,233667,7212,306876266.00,40633,17.39,21.25,7.50
11-February-2021,1287.00,1296.00,1282.65,1292.00,1289.408677562628372803,113926,3935,146897173.00,34320,30.12,13.35,5.00
10-February-2021,1303.60,1304.20,1284.00,1296.10,1293.397916568908075641,170488,5818,220508824.00,38927,22.83,20.20,-7.50
9-February-2021,1308.45,1331.85,1297.35,1305.00,1317.764049221619520327,499049,20073,657628831.00,161308,32.32,34.50,-3.45
8-February-2021,1281.00,1310.00,1275.55,1304.35,1284.393333268380764946,615834,17734,790973084.00,408853,66.39,34.45,23.35
5-February-2021,1286.00,1288.00,1262.30,1272.30,1269.699059824612662949,249847,15279,317230501.00,84437,33.80,25.70,-13.70
4-February-2021,1287.00,1291.45,1272.20,1279.70,1287.083549753179330841,1567940,12646,2018069781.00,1436463,91.61,19.25,-7.30
3-February-2021,1280.00,1304.00,1272.75,1286.10,1289.094957547733886076,250870,7695,323395252.00,51926,20.70,31.25,6.10
2-February-2021,1280.45,1294.40,1264.05,1270.80,1275.764392772096932343,278421,16109,355199598.00,86913,31.22,30.35,-9.65
1-February-2021,1246.00,1277.65,1240.55,1261.45,1255.608508956184068766,387051,21290,485984529.00,109773,28.36,37.10,15.45
29-January-2021,1288.95,1290.95,1231.15,1239.65,1258.239344719206257170,401843,26303,505614673.00,155003,38.57,59.80,-49.30
28-January-2021,1289.55,1295.65,1273.00,1276.30,1287.635182174824250082,1497298,21157,1927973583.00,1307646,87.33,22.65,-13.25
27-January-2021,1313.10,1327.65,1285.30,1301.75,1307.494876844590441213,255409,11944,333945959.00,70423,27.57,42.35,-11.35
25-January-2021,1340.45,1347.45,1313.45,1322.60,1324.358048790443674065,1371908,7907,1816897402.00,55896,4.07,34.00,-17.85
22-January-2021,1326.00,1355.00,1326.00,1340.45,1343.121537070739511591,168138,6521,225829769.00,41180,24.49,29.00,14.45
21-January-2021,1352.45,1360.05,1335.00,1339.25,1343.577600632805680124,634634,13233,852680027.00,111973,17.64,25.05,-13.20
20-January-2021,1318.60,1348.20,1318.60,1339.45,1338.512002567904902629,376961,16551,504566823.00,124782,33.10,29.60,20.85
19-January-2021,1315.00,1331.30,1312.80,1317.05,1320.797610871012394729,189274,6951,249992647.00,47589,25.14,18.50,2.05
18-January-2021,1340.00,1340.00,1306.35,1311.65,1321.326333534970894774,504205,28169,666219344.00,180809,35.86,33.65,-28.35
15-January-2021,1370.00,1370.00,1341.75,1345.10,1349.879422068513314761,1650161,28040,2227518377.00,895209,54.25,28.25,-24.90
14-January-2021,1360.00,1384.50,1318.05,1370.60,1364.509587090233631837,2734302,62933,3730981293.00,1653594,60.48,66.45,10.60
13-January-2021,1379.80,1392.70,1360.00,1387.70,1379.531938966767529740,993426,29537,1370462896.00,408730,41.14,32.70,7.90
12-January-2021,1383.70,1383.70,1360.20,1371.85,1369.289409481959167368,350455,10958,479874320.00,88055,25.13,23.50,-11.85
11-January-2021,1340.00,1382.65,1340.00,1376.10,1367.406177865131198053,664987,22896,909307332.00,124823,18.77,42.65,36.10
8-January-2021,1280.00,1316.45,1278.65,1311.80,1288.574603726426352307,2945503,13303,3795500361.00,96174,3.27,37.80,31.80
7-January-2021,1298.00,1298.00,1255.60,1261.95,1266.126295292922451743,354360,11114,448664514.00,120332,33.96,42.40,-36.05
6-January-2021,1296.25,1302.50,1268.50,1281.60,1288.590145112600881540,357102,10514,460158118.00,92711,25.96,34.00,-14.65
5-January-2021,1287.00,1299.00,1274.40,1293.50,1288.717017541382507565,424938,15462,547624832.00,112764,26.54,24.60,6.50
4-January-2021,1271.75,1290.35,1261.50,1288.55,1278.155409545650340656,329658,11987,421354156.00,119128,36.14,28.85,16.80
1-January-2021,1258.95,1265.30,1255.00,1260.40,1261.754935106097669996,246094,9950,310510319.00,79978,32.50,10.30,1.45
31-December-2020,1244.90,1258.15,1239.00,1255.85,1247.461192472612064687,157186,5304,196083435.00,44255,28.15,19.15,10.95
30-December-2020,1252.90,1253.90,1238.55,1246.20,1247.654395879533586093,139790,5442,174409608.00,45239,32.36,15.35,-6.70
29-December-2020,1237.00,1254.50,1236.55,1250.15,1246.176461560158952704,241078,6302,300425729.00,73305,30.41,17.95,13.15
28-December-2020,1237.35,1248.00,1236.15,1240.10,1240.725293258324656661,252593,10171,313398524.00,85584,33.88,11.85,2.75
24-December-2020,1265.00,1265.00,1226.10,1236.35,1235.104646446974998409,503008,15479,621267518.00,222954,44.32,38.90,-28.65
23-December-2020,1242.95,1259.00,1231.00,1252.95,1244.921992811741394247,1049211,32581,1306185849.00,659242,62.83,28.00,10.00
22-December-2020,1178.00,1224.00,1176.30,1220.75,1197.075635824909853993,541344,15105,648029713.00,213084,39.36,47.70,42.75
21-December-2020,1189.90,1209.50,1152.10,1176.30,1194.062233148689861206,642680,15257,767399916.00,215637,33.55,57.40,-13.60
18-December-2020,1182.00,1194.95,1175.45,1189.75,1187.363846322449012726,739106,17874,877587743.00,303209,41.02,19.50,7.75
17-December-2020,1166.35,1168.50,1156.50,1159.10,1163.188598178039352796,257415,10286,299422193.00,89641,34.82,12.00,-7.25
16-December-2020,1162.05,1168.90,1154.30,1165.75,1159.523257575757575757,316800,15937,367336968.00,124730,39.37,14.60,3.70
15-December-2020,1158.50,1163.70,1152.10,1154.40,1157.101961254209870890,233677,9276,270388115.00,53056,22.70,11.60,-4.10
14-December-2020,1167.95,1171.60,1148.50,1164.55,1158.789943874704677607,267081,8200,309490777.00,122056,45.70,23.10,-3.40
11-December-2020,1168.00,1171.95,1156.25,1163.05,1166.077247128068000179,401646,10913,468350262.00,239736,59.69,15.70,-4.95
10-December-2020,1163.70,1171.45,1151.45,1167.50,1164.364443219404630650,380940,11482,443552991.00,166565,43.72,20.00,3.80
9-December-2020,1167.15,1179.00,1157.30,1175.15,1169.413088188831928576,490595,19419,573708214.00,243448,49.62,21.70,8.00
8-December-2020,1144.40,1166.75,1144.40,1153.85,1154.516839858153525872,793534,26352,916148366.00,416045,52.43,22.35,9.45
7-December-2020,1144.00,1151.40,1136.15,1144.05,1141.477916922368824792,521440,16584,595212245.00,264479,50.72,15.25,0.05
4-December-2020,1126.00,1136.90,1115.35,1134.65,1128.576167136986979553,727164,18732,820659960.00,392254,53.94,21.55,8.65
3-December-2020,1152.15,1152.15,1122.55,1126.55,1134.682698720241215691,2088753,21213,2370071891.00,1650864,79.04,29.60,-25.60
2-December-2020,1135.00,1147.20,1121.10,1141.05,1129.663452719704630435,212615,6256,240183395.00,38365,18.04,26.10,6.05
1-December-2020,1105.55,1139.70,1105.55,1137.25,1128.329723936195323578,571933,20053,645329004.00,313461,54.81,34.15,31.70
27-November-2020,1115.00,1120.95,1091.05,1100.55,1107.639497262019769349,415087,15906,459766756.00,138090,33.27,29.90,-14.45
26-November-2020,1118.00,1119.00,1098.65,1113.65,1104.949164902318729961,411389,16782,454563932.00,110389,26.83,20.35,-4.35
25-November-2020,1139.00,1140.50,1111.70,1116.20,1125.024214734437464306,288915,8721,325036371.00,101026,34.97,28.80,-22.80
24-November-2020,1144.00,1154.90,1133.20,1139.15,1143.352448743858640496,570517,19555,652302009.00,216422,37.93,21.70,-4.85
23-November-2020,1103.20,1144.50,1102.30,1140.25,1126.137863346075614331,745811,18344,839886006.00,386248,51.79,42.20,37.05
20-November-2020,1105.50,1108.85,1091.20,1103.05,1101.401245612491322754,409116,10210,450600872.00,140506,34.34,17.65,-2.45
19-November-2020,1104.65,1114.80,1094.00,1096.45,1105.396001993253603189,521760,17111,576751418.00,216774,41.55,20.80,-8.20
18-November-2020,1129.00,1132.10,1101.40,1110.60,1109.660132654418426065,398479,13693,442176260.00,203439,51.05,30.70,-18.40
17-November-2020,1138.00,1144.80,1112.90,1123.85,1121.852841114445998397,509096,13899,571130794.00,281051,55.21,31.90,-14.15
14-November-2020,1137.00,1139.95,1131.25,1133.45,1133.963630563088211836,81497,3608,92414634.00,35868,44.01,8.70,-3.55
13-November-2020,1119.85,1132.20,1117.00,1123.90,1119.661345908612809844,1718928,9247,1924617238.00,1550388,90.20,15.20,4.05
12-November-2020,1124.00,1141.95,1113.95,1117.75,1126.151514231959701401,461356,16149,519556758.00,134626,29.18,28.00,-6.25
11-November-2020,1098.00,1125.75,1087.60,1122.60,1107.296701853098164282,494793,12297,547882657.00,226474,45.77,38.15,24.60
10-November-2020,1129.95,1129.95,1078.35,1090.95,1107.171012299855656428,717732,16101,794652065.00,394215,54.92,51.60,-39.00
9-November-2020,1125.00,1145.90,1121.85,1136.20,1132.001445409918511460,773483,21580,875583874.00,370032,47.84,24.05,11.20
6-November-2020,1108.00,1121.45,1092.00,1113.40,1102.925968516147017571,229578,5440,253207538.00,88216,38.43,29.45,5.40
5-November-2020,1112.00,1123.35,1099.00,1103.90,1111.668126055804741655,429175,14905,477100168.00,151286,35.25,24.35,-8.10
4-November-2020,1066.00,1116.20,1066.00,1094.00,1097.639171743936161199,519308,15984,570012803.00,112722,21.71,50.20,28.00
3-November-2020,1077.00,1079.35,1057.75,1061.95,1065.846107465963612990,351609,10102,374761084.00,212655,60.48,21.60,-15.05
2-November-2020,1070.00,1079.95,1051.00,1072.00,1066.475538491086798787,562312,16384,599691993.00,347419,61.78,28.95,2.00
30-October-2020,1070.00,1083.50,1052.50,1060.60,1065.207095588961539221,253115,6938,269619894.00,36743,14.52,31.00,-9.40
29-October-2020,1060.20,1081.90,1060.20,1074.80,1071.039901159396113103,287736,12865,308176737.00,105815,36.78,21.70,14.60
28-October-2020,1100.00,1104.45,1069.60,1076.60,1089.495823562230396937,1763704,13927,1921548142.00,1516738,86.00,34.85,-23.40
27-October-2020,1107.00,1109.55,1077.45,1092.15,1090.825913388854039897,345937,10463,377357044.00,163491,47.26,32.10,-14.85
26-October-2020,1121.00,1129.30,1103.70,1112.10,1115.991421242911077452,312283,6239,348505149.00,169305,54.22,25.60,-8.90
23-October-2020,1134.45,1134.45,1120.00,1122.00,1125.925568201987214446,309881,11100,348902941.00,165519,53.41,14.45,-12.45
22-October-2020,1146.00,1158.00,1123.75,1130.15,1143.486160530188139271,443767,10449,507441423.00,299595,67.51,34.25,-15.85
21-October-2020,1142.00,1153.90,1135.00,1148.30,1148.029991898009380869,550482,19239,631969846.00,408162,74.15,18.90,6.30
20-October-2020,1119.85,1144.70,1115.00,1137.05,1135.872367278618677216,223438,6797,253797050.00,57808,25.87,29.70,17.20
19-October-2020,1133.60,1138.75,1115.75,1125.55,1125.146796427114422519,558876,20185,628817541.00,307443,55.01,23.00,-8.05
16-October-2020,1112.00,1135.85,1097.10,1127.60,1117.563754450207067938,698563,22288,780688689.00,188489,26.98,38.75,15.60
15-October-2020,1184.00,1185.00,1093.00,1108.00,1138.608789249116325867,2663595,41182,3032792678.00,1656767,62.20,92.00,-76.00
14-October-2020,1164.70,1164.70,1130.35,1136.10,1145.670129822754689291,712741,23590,816566074.00,154071,21.62,34.35,-28.60
13-October-2020,1135.00,1165.85,1135.00,1158.00,1148.548892081978371020,727265,22666,835299410.00,248198,34.13,30.85,23.00
12-October-2020,1120.00,1139.80,1112.25,1132.30,1124.350254688479527140,547139,17719,615175874.00,158180,28.91,27.55,12.30
9-October-2020,1099.00,1113.65,1088.50,1107.55,1100.049790025417975718,506728,16735,557426030.00,243146,47.98,25.15,8.55
8-October-2020,1089.00,1123.95,1088.10,1094.00,1107.575223762053621432,785656,31739,870173120.00,194731,24.79,35.85,5.00
7-October-2020,1045.00,1072.00,1038.05,1066.55,1051.663836621278724849,447696,13864,470825693.00,237997,53.16,33.95,21.55
6-October-2020,1054.10,1059.85,1031.80,1055.75,1044.539035583754350265,458018,15659,478417680.00,252444,55.12,28.05,1.65
5-October-2020,1019.45,1054.60,1019.00,1048.20,1043.743636827339964294,784200,22624,818503760.00,409349,52.20,35.60,28.75
1-October-2020,1016.00,1025.85,1011.90,1017.70,1016.275462599352832144,127324,4203,129396257.00,31014,24.36,13.95,1.70
30-September-2020,1012.25,1023.90,1004.75,1008.00,1004.791352819337095401,1626056,6372,1633847008.00,1501065,92.31,19.15,-4.25
29-September-2020,1018.95,1028.00,1004.20,1010.25,1015.815976897184822521,261440,7679,265574929.00,100754,38.54,23.80,-8.70
28-September-2020,1014.90,1016.30,998.50,1009.50,1004.776492215054593527,207259,6645,208248971.00,63948,30.85,17.80,-5.40
25-September-2020,985.00,1014.05,976.90,1011.05,997.292745827420664894,316411,8893,315554395.00,58890,18.61,37.15,26.05
24-September-2020,1008.00,1008.00,970.15,975.35,988.366190581908779200,283773,9445,280471639.00,67162,23.67,37.85,-32.65
23-September-2020,1016.35,1037.10,1001.55,1019.65,1026.077218661141311794,474419,10629,486790528.00,240840,50.77,35.55,3.30
22-September-2020,1010.40,1022.40,991.50,1007.20,1005.253089609946796305,466321,16207,468770626.00,187712,40.25,30.90,-3.20
21-September-2020,1000.00,1030.80,1000.00,1009.30,1018.602849924837147152,478960,20070,487870021.00,145104,30.30,30.80,9.30
18-September-2020,1015.95,1018.60,999.00,1002.55,1010.667303711669345784,358949,9228,362778018.00,184951,51.53,19.60,-13.40
17-September-2020,996.00,1020.60,994.65,1010.65,1010.061314002420857112,370943,11894,374675174.00,145676,39.27,25.95,14.65
16-September-2020,990.95,1006.00,982.30,1001.05,986.311547227790990338,1413638,11488,1394287483.00,211453,14.96,23.70,10.10
15-September-2020,979.95,994.00,972.00,981.90,983.002966809624692123,232236,6972,228288677.00,61145,26.33,22.00,1.95
14-September-2020,949.50,991.05,948.85,977.95,976.662715312544042943,652772,15088,637538074.00,214675,32.89,42.20,28.45
11-September-2020,936.00,953.85,931.20,945.40,945.205968872363528676,151955,4862,143628773.00,47036,30.95,22.65,9.40
10-September-2020,935.90,941.50,925.20,939.95,933.637368581773764341,229230,8279,214017694.00,97743,42.64,16.30,4.05
9-September-2020,930.00,945.70,926.00,928.30,934.476193775822196045,346359,11109,323664240.00,201943,58.30,19.70,-1.70
8-September-2020,929.70,951.80,926.45,940.05,943.442099042666351495,296135,8435,279386226.00,71758,24.23,25.35,10.35
7-September-2020,919.25,927.50,913.70,924.65,921.223560436100287322,177849,7758,163838689.00,66749,37.53,13.80,5.40
4-September-2020,921.50,929.50,915.55,919.25,921.849857450047113967,165556,5650,152617775.00,55364,33.44,13.95,-2.25
3-September-2020,925.75,949.15,924.00,935.40,937.182244837315312058,326429,12055,305923463.00,118810,36.40,25.15,9.65
2-September-2020,917.90,926.10,914.30,924.05,918.998655371293897856,1627215,8223,1495408397.00,1501730,92.29,11.80,6.15
1-September-2020,925.00,935.00,912.60,914.30,921.532874333679605098,131881,6566,121532677.00,63898,48.45,22.40,-10.70
31-August-2020,935.00,950.30,915.75,928.50,934.260195782078156337,242821,7070,226857995.00,95852,39.47,34.55,-6.50
28-August-2020,950.10,951.90,933.10,934.85,940.690367534873583260,146816,4683,138108397.00,59374,40.44,18.80,-15.25
27-August-2020,960.00,960.55,945.10,946.40,948.678573980138601128,321931,5909,305409042.00,222087,68.99,15.45,-13.60
26-August-2020,938.55,954.00,938.55,950.80,944.448974008207934336,328950,8886,310676490.00,185626,56.43,15.45,12.25
25-August-2020,946.45,948.50,934.10,938.35,940.574408437373236579,221870,5144,208685244.00,119268,53.76,14.40,-8.10
24-August-2020,949.85,951.95,939.55,947.20,946.725283747239600961,298417,8909,282518919.00,154638,51.82,12.40,-2.65
21-August-2020,960.10,963.00,946.70,948.85,952.559465165376495425,96628,3161,92043916.00,41723,43.18,16.30,-11.25
20-August-2020,959.00,965.00,951.25,955.05,957.734454209895307234,105929,3184,101451853.00,28884,27.27,13.75,-3.95
19-August-2020,970.00,971.70,958.00,959.30,963.558174872665534804,117800,3675,113507153.00,33350,28.31,13.70,-10.70
18-August-2020,961.80,969.00,958.75,967.15,964.185712180656094011,108582,3267,104693213.00,31090,28.63,10.25,5.35
17-August-2020,953.50,972.45,953.50,957.50,960.736507027156889016,541115,7807,519868935.00,352599,65.16,18.95,4.00
14-August-2020,955.00,963.00,952.00,953.50,956.364610983367665817,484478,11884,463337614.00,345896,71.40,11.00,-1.50
13-August-2020,955.35,968.00,948.80,951.25,958.297135185547315693,265916,8137,254826541.00,89932,33.82,19.20,-4.10
12-August-2020,950.50,958.75,942.30,955.35,950.103592455770729313,277192,5787,263361115.00,126250,45.55,16.45,4.85
11-August-2020,951.95,961.95,946.35,948.20,951.417943553982104416,504482,8667,479973227.00,344941,68.38,15.60,-3.75
10-August-2020,950.75,956.65,945.60,951.10,952.735239935921006195,541207,7372,515626981.00,374119,69.13,11.05,0.35
7-August-2020,970.85,970.85,949.00,950.75,954.996070495135763031,440768,7599,420931708.00,252178,57.21,21.85,-20.10
6-August-2020,950.00,974.55,942.75,969.20,961.759121097450445237,585867,13068,563462931.00,391443,66.81,31.80,19.20
5-August-2020,950.25,960.65,938.50,944.60,948.187256647117240345,533690,10616,506038057.00,273595,51.26,22.15,-5.65
4-August-2020,959.70,970.00,941.05,950.10,949.613659355378346454,353882,11901,336051181.00,102974,29.10,28.95,-9.60
3-August-2020,962.80,965.00,947.75,957.35,956.075434383869987123,292771,11367,279911161.00,75988,25.95,17.25,-5.45
31-July-2020,965.00,986.00,953.40,966.25,972.596585496090769430,685429,16981,666645905.00,277229,40.45,32.60,1.25
30-July-2020,960.00,972.50,958.65,961.85,965.316062949801415474,569279,14083,549534163.00,281859,49.51,13.85,1.85
29-July-2020,953.45,959.60,943.75,953.85,951.661906403532930556,519229,9255,494130460.00,165884,31.95,15.85,0.40
28-July-2020,947.95,967.20,941.90,962.75,954.004021188985159131,652792,14772,622766193.00,245433,37.60,25.30,14.80
27-July-2020,922.45,952.45,918.60,947.95,939.529507601534720030,548113,14047,514968337.00,125731,22.94,33.85,25.50
24-July-2020,904.70,925.35,903.95,922.60,916.112182371899115933,845525,20468,774595753.00,282123,33.37,21.40,17.90
23-July-2020,916.00,916.55,900.65,908.85,907.318931139709417367,790412,17276,717155771.00,364494,46.11,15.90,-7.15
22-July-2020,940.00,940.00,911.55,919.40,921.522496525332352739,481341,9103,443566560.00,198473,41.23,28.45,-20.60
21-July-2020,945.90,949.40,929.35,936.70,935.794839345706504829,858147,15595,803049534.00,378829,44.14,20.05,-9.20
20-July-2020,904.00,945.00,904.00,933.55,922.115502468649777708,797602,20187,735481169.00,235840,29.57,41.00,29.55
17-July-2020,911.00,920.00,892.20,904.00,903.939438967669960832,1728207,32149,1562194466.00,439229,25.42,27.80,-7.00
16-July-2020,900.00,952.00,890.00,910.90,921.375655793127282015,3327650,83384,3066015701.00,649777,19.53,62.00,10.90
15-July-2020,796.90,848.00,795.35,831.45,830.302018900681084393,1272970,30111,1056949561.00,429399,33.73,52.65,34.55
14-July-2020,795.65,806.30,781.45,783.20,794.394994745926050950,367334,7202,291808291.00,50000,13.61,24.85,-12.45
13-July-2020,790.00,804.90,787.55,796.70,797.842608528662581933,275987,7882,220194188.00,79445,28.79,17.35,6.70
10-July-2020,772.00,789.35,772.00,781.80,782.560494979519338819,220696,5293,172707971.00,29262,13.26,17.35,9.80
9-July-2020,778.00,789.85,775.10,781.55,780.772034832097735271,186954,5667,145968455.00,33342,17.83,14.75,3.55
8-July-2020,786.50,786.50,772.75,774.60,778.307185856677616274,212793,8974,165618321.00,58680,27.58,13.75,-11.90
7-July-2020,774.00,796.65,766.30,794.40,784.946198956736064139,564766,14108,443310925.00,148328,26.26,30.35,20.40
6-July-2020,765.00,774.90,762.00,763.75,767.641002002373854977,441476,8123,338895079.00,92228,20.89,12.90,-1.25
3-July-2020,756.60,763.85,752.55,762.60,759.712583478632759811,151985,5127,115464917.00,39122,25.74,11.30,6.00
2-July-2020,735.80,765.05,735.80,756.30,755.651393312697202159,534984,20037,404261405.00,198482,37.10,29.25,20.50
1-July-2020,736.00,742.05,730.00,732.50,736.320661838470735360,363835,5586,267899228.00,204764,56.28,12.05,-3.50
30-June-2020,734.40,739.00,724.50,735.90,733.292211266153929214,203743,5404,149403155.00,58193,28.56,14.50,1.50
29-June-2020,738.75,744.55,730.00,731.45,735.125376896690633430,327676,7661,240882943.00,57514,17.55,14.55,-7.30
26-June-2020,706.90,750.90,706.90,748.15,740.094877849865494869,821530,24695,608010145.00,231156,28.14,44.00,41.25
25-June-2020,705.00,705.40,693.05,699.60,700.651056265270616219,633979,15971,444198056.00,343923,54.25,12.35,-5.40
24-June-2020,719.95,726.75,709.55,714.20,720.815289257185731046,837006,11548,603326722.00,611352,73.04,17.20,-5.75
23-June-2020,696.80,724.30,692.30,720.45,713.315112059545164017,388008,11461,276771970.00,126741,32.66,32.00,23.65
22-June-2020,704.50,708.50,700.00,703.65,702.865369325820282346,345887,10211,243111994.00,129854,37.54,8.50,-0.85
19-June-2020,713.00,713.00,701.10,705.65,704.381192531024767757,633929,11919,446527665.00,299340,47.22,11.90,-7.35
18-June-2020,704.00,716.70,704.00,713.85,711.437188015539353946,375820,8837,267372324.00,218683,58.19,12.70,9.85
17-June-2020,700.70,710.20,698.50,703.60,706.434075171864102819,160592,6266,113447661.00,84392,52.55,11.70,2.90
16-June-2020,701.00,711.80,699.15,700.95,698.198499407843676284,720249,9817,502876771.00,462245,64.18,12.65,-0.05
15-June-2020,695.00,704.15,685.45,687.25,691.444254785803069700,288823,9202,199705004.00,120177,41.61,18.70,-7.75
12-June-2020,680.00,694.80,675.05,692.10,685.922153777284714720,513795,12076,352423373.00,282156,54.92,19.75,12.10
11-June-2020,713.85,716.20,700.45,703.60,708.834492800171297039,467025,10781,331043429.00,281969,60.38,15.75,-10.25
10-June-2020,715.00,719.40,709.60,715.85,715.576578169718686739,214885,7505,153766673.00,88777,41.31,9.80,0.85
9-June-2020,721.90,729.40,715.30,717.75,720.843721664694401327,520552,9936,375236641.00,294289,56.53,14.10,-4.15
8-June-2020,708.95,725.65,704.40,720.55,720.882125117778382557,922283,13253,664857329.00,258595,28.04,21.25,11.60
5-June-2020,708.00,711.85,700.65,703.75,706.021513331053249862,268996,6588,189916963.00,124052,46.12,11.20,-4.25
4-June-2020,702.00,709.75,697.65,707.80,704.248922317685881618,538192,9900,379021136.00,359915,66.87,12.10,5.80
3-June-2020,713.00,713.00,696.50,701.35,703.226066682025087185,251762,7552,177045601.00,98818,39.25,16.50,-11.65
2-June-2020,699.90,711.65,698.30,708.05,706.934706688168686816,288345,6704,203841088.00,138021,47.87,13.35,8.15
1-June-2020,696.55,706.65,692.00,699.50,700.854592423317672774,352265,10299,246886543.00,130755,37.12,14.65,2.95
29-May-2020,697.00,700.70,680.40,691.35,689.979145795880278307,582952,16534,402224723.00,299700,51.41,20.30,-5.65
28-May-2020,706.10,709.90,690.00,707.25,696.770760255442884222,543370,7441,378604328.00,389980,71.77,19.90,1.15
27-May-2020,682.75,708.90,675.10,705.30,697.230865291558381925,1274033,10094,888295131.00,228325,17.92,33.80,22.55
26-May-2020,695.00,699.60,678.95,680.15,688.202698678041657059,208176,7529,143267285.00,92092,44.24,20.65,-14.85
22-May-2020,672.15,695.25,672.15,692.25,688.484227873504023603,300974,9988,207215852.00,93198,30.97,23.10,20.10
21-May-2020,668.40,679.70,665.30,672.00,672.611107276467096453,217317,6284,146169828.00,70018,32.22,14.40,3.60
20-May-2020,666.55,673.20,659.80,670.20,667.544068318803726637,230449,7735,153834863.00,117347,50.92,13.40,3.65
19-May-2020,665.90,674.70,655.90,668.95,668.278122913803259375,254650,8160,170177024.00,124096,48.73,18.80,3.05
18-May-2020,664.00,670.45,653.90,663.60,663.539105211640843221,251322,7983,166761975.00,83456,33.21,16.55,-0.40
15-May-2020,665.50,665.50,647.00,652.30,652.247873805476986786,310061,7405,202236628.00,175791,56.70,18.50,-13.20
14-May-2020,664.00,671.65,654.05,658.10,661.468160851867696204,472186,15902,312336005.00,186761,39.55,17.60,-5.90
13-May-2020,700.00,700.00,684.60,693.90,694.025594595716420388,192736,5794,133763717.00,34421,17.86,15.40,-6.10
